from_postcode,BR68ND,CR77YE,E111NR,E11FR,E138SL,E96SR,EN53DJ,HA13UJ,KT27QB,N181QX,NW12BU,NW32QG,RM70AG,SE136LH,SE17EH,SE59RS,SM51AA,SW109NH,SW170QT,TW76AF,UB83NN,W68RF
Hammersmith and Fulham 011D,35.2534,19.6084,27.2223,15.645,22.0073,19.7127,30.0384,15.1235,12.516,30.4556,10.43,14.1848,35.0448,20.9643,10.43,13.7676,18.0439,5.5279,13.0375,9.2827,21.3815,2.8161
Hammersmith and Fulham 012A,34.0018,18.3568,24.1976,16.2708,23.0503,17.2095,29.6212,14.7063,13.2461,29.9341,9.4913,11.5773,36.0878,19.7127,9.1784,12.4117,18.774,4.3806,11.1601,11.2644,23.3632,2.5032
Hammersmith and Fulham 012B,33.7932,18.1482,25.8664,14.1848,20.6514,18.1482,30.5599,15.645,12.3074,30.8728,10.43,12.516,33.5846,19.6084,9.0741,12.3074,17.8353,4.172,10.9515,10.3257,22.4245,1.5645
Hammersmith and Fulham 012C,32.8545,17.2095,24.8234,13.2461,19.7127,17.4181,30.9771,16.0622,13.6633,31.29,8.1354,11.7859,32.6459,18.5654,8.0311,11.3687,15.645,3.2333,10.0128,11.5773,23.7804,2.1903
Hammersmith and Fulham 012D,32.9588,17.3138,24.9277,13.3504,19.7127,17.4181,31.0814,16.1665,13.7676,31.3943,8.1354,11.8902,32.7502,18.6697,8.1354,11.473,15.7493,3.2333,10.1171,11.6816,23.7804,2.2946
Hammersmith and Fulham 012E,33.2717,17.6267,25.3449,13.6633,20.1299,18.3568,30.6642,15.7493,12.516,31.0814,10.6386,12.7246,33.1674,19.0869,8.5526,11.7859,18.0439,3.6505,10.43,10.6386,22.7374,1.8774
Hammersmith and Fulham 012F,33.1674,17.5224,25.1363,13.559,19.9213,17.6267,31.29,16.3751,13.9762,31.6029,8.344,12.0988,32.9588,18.8783,8.344,11.6816,15.9579,3.5462,10.3257,11.8902,23.989,1.2516
Hammersmith and Fulham 013A,34.5233,18.8783,26.4922,14.9149,21.2772,18.4611,30.6642,15.7493,11.8902,31.0814,10.7429,12.8289,34.3147,20.2342,9.6999,12.9332,17.4181,4.7978,12.516,9.9085,22.0073,1.2516
Hammersmith and Fulham 013B,35.462,19.817,27.4309,15.8536,22.3202,19.0869,28.161,13.2461,12.7246,28.4739,11.3687,13.4547,35.2534,21.1729,10.6386,13.9762,18.2525,5.8408,13.3504,9.6999,21.7987,2.3989
Hammersmith and Fulham 013C,34.0018,18.3568,25.9707,14.3934,20.7557,17.9396,29.3083,14.3934,11.9945,29.6212,10.2214,12.3074,33.7932,19.7127,9.1784,12.516,17.5224,4.2763,11.1601,10.1171,22.2159,1.3559
Hammersmith and Fulham 013D,34.8362,19.1912,26.8051,15.2278,21.5901,18.774,28.3696,13.4547,12.9332,28.7868,11.0558,13.1418,34.6276,20.5471,10.0128,13.3504,18.4611,5.215,11.9945,9.9085,22.0073,2.1903
Hammersmith and Fulham 013E,31.7072,16.0622,26.3879,14.8106,21.1729,18.3568,30.5599,15.645,11.7859,30.9771,10.6386,12.7246,34.2104,20.1299,9.5956,12.8289,14.9149,4.6935,9.5956,9.8042,21.903,0.8344
Hammersmith and Fulham 014A,31.6029,15.8536,27.2223,15.5407,22.0073,19.0869,31.3943,16.4794,12.516,31.7072,11.473,13.559,35.0448,20.9643,10.43,13.6633,15.1235,3.8591,9.8042,10.6386,22.7374,0.3129
Hammersmith and Fulham 014B,31.0814,15.4364,25.6578,14.0805,20.4428,18.6697,31.3943,16.4794,12.6203,31.8115,10.9515,13.1418,33.4803,19.3998,8.8655,12.0988,18.1482,3.4419,10.2214,10.6386,22.7374,1.043
Hammersmith and Fulham 014C,30.5599,14.9149,25.2406,13.559,20.0256,17.731,31.4986,16.5837,11.7859,31.8115,8.4483,12.0988,33.0631,18.8783,8.4483,10.9515,15.3321,2.9204,9.6999,11.5773,23.7804,0.9387
Hammersmith and Fulham 014D,30.4556,14.8106,25.2406,13.6633,20.1299,18.3568,30.7685,15.8536,12.9332,31.0814,10.7429,12.8289,33.0631,18.9826,8.4483,11.7859,15.2278,2.9204,9.5956,10.9515,23.0503,1.4602
Hammersmith and Fulham 015A,30.247,14.4977,24.8234,13.2461,19.7127,17.4181,32.0201,17.1052,11.473,32.333,8.1354,11.7859,32.6459,18.5654,8.0311,10.6386,14.9149,2.6075,9.2827,11.7859,23.8847,1.5645
Hammersmith and Fulham 015B,30.5599,14.9149,25.5535,13.8719,20.3385,18.6697,30.9771,16.0622,13.2461,31.3943,10.9515,13.0375,33.376,18.8783,8.7612,10.9515,15.3321,3.0247,9.6999,11.1601,23.2589,1.1473
Hammersmith and Fulham 015C,30.3513,14.7063,25.032,13.3504,19.817,17.5224,32.1244,17.2095,11.5773,32.5416,8.2397,11.8902,32.8545,18.6697,8.2397,10.7429,15.1235,2.7118,9.4913,11.6816,23.7804,1.043
Hammersmith and Fulham 015D,30.5599,14.9149,25.1363,13.559,20.0256,17.731,31.29,16.3751,13.4547,31.6029,8.4483,12.0988,32.9588,18.8783,8.344,10.9515,15.3321,2.9204,9.6999,11.3687,23.5718,1.9817
Hammersmith and Fulham 015E,30.1427,14.4977,24.7191,13.1418,19.6084,17.3138,31.9158,17.0009,11.3687,32.2287,8.0311,11.6816,32.5416,18.4611,7.9268,10.5343,14.9149,2.5032,9.2827,11.473,23.6761,1.5645
Hammersmith and Fulham 016A,30.7685,15.1235,25.4492,13.8719,20.2342,17.9396,32.6459,17.731,10.9515,32.9588,8.6569,12.4117,33.2717,19.1912,8.6569,11.1601,14.3934,3.2333,9.9085,11.3687,23.4675,0.9387
Hammersmith and Fulham 016B,30.7685,15.1235,25.7621,14.1848,20.5471,18.2525,31.6029,16.688,10.8472,31.9158,8.9698,12.7246,33.5846,19.3998,8.9698,11.473,14.2891,3.5462,9.0741,10.8472,22.946,0.9387
Hammersmith and Fulham 016C,31.0814,15.4364,26.075,14.4977,20.86,18.5654,31.6029,16.688,11.1601,31.9158,9.2827,13.0375,33.8975,19.817,9.2827,11.7859,14.7063,3.8591,9.387,10.7429,22.8417,0.4172
Hammersmith and Fulham 016D,31.0814,15.3321,25.6578,14.0805,20.5471,18.2525,31.7072,16.7923,11.3687,32.0201,8.9698,12.6203,33.4803,19.3998,8.8655,11.473,14.9149,3.4419,10.1171,10.9515,23.0503,0.6258
Hammersmith and Fulham 017A,29.6212,13.9762,25.3449,13.7676,20.1299,17.8353,32.4373,17.5224,10.8472,32.8545,8.5526,12.3074,33.1674,18.1482,7.7182,10.2214,14.3934,2.2946,8.7612,12.2031,24.4062,2.3989
Hammersmith and Fulham 017B,29.5169,13.8719,25.032,13.4547,19.817,17.6267,32.2287,17.3138,10.7429,32.5416,8.2397,11.9945,32.8545,18.0439,7.6139,10.1171,14.2891,2.1903,8.6569,11.9945,24.0933,2.086
Hammersmith and Fulham 017C,29.7255,14.0805,25.4492,13.8719,20.2342,17.9396,28.9954,17.8353,10.6386,22.6331,8.6569,12.4117,33.2717,18.2525,7.8225,10.3257,14.0805,2.3989,8.8655,11.6816,23.8847,2.1903
Hammersmith and Fulham 017D,31.8115,16.1665,24.4062,12.8289,19.1912,16.8966,31.4986,16.688,11.6816,31.9158,7.6139,11.3687,32.2287,18.1482,7.6139,10.1171,15.1235,2.1903,9.4913,12.6203,24.7191,2.086
Hammersmith and Fulham 017E,29.8298,14.1848,24.8234,13.1418,19.6084,17.3138,31.9158,17.0009,11.0558,32.333,8.0311,11.6816,32.6459,18.4611,8.0311,10.5343,14.602,2.6075,8.9698,11.6816,23.8847,1.8774
Hammersmith and Fulham 018A,32.2287,16.4794,27.4309,15.7493,22.2159,19.3998,31.6029,16.688,10.9515,31.9158,11.6816,13.7676,35.2534,21.1729,10.6386,12.0988,14.3934,4.0677,9.1784,10.8472,22.946,1.2516
Hammersmith and Fulham 018B,31.3943,15.7493,26.9094,15.3321,21.6944,18.8783,31.0814,16.1665,12.3074,31.4986,11.1601,13.2461,34.7319,20.6514,10.1171,13.3504,14.602,5.215,9.387,10.3257,22.4245,0.7301
Hammersmith and Fulham 018C,32.0201,16.2708,26.4922,14.9149,21.2772,19.817,32.0201,17.1052,10.7429,32.4373,12.0988,14.1848,34.3147,20.1299,9.6999,12.2031,14.1848,4.2763,8.9698,11.2644,23.3632,1.6688
Hammersmith and Fulham 018D,31.3943,15.7493,26.5965,15.0192,21.3815,19.817,32.1244,17.2095,10.1171,32.4373,12.2031,14.2891,34.419,19.5041,9.8042,12.3074,13.6633,4.3806,8.344,11.3687,23.4675,1.7731
Hammersmith and Fulham 018E,31.4986,15.8536,26.8051,15.2278,21.5901,20.1299,32.333,17.4181,10.2214,32.7502,12.4117,14.4977,34.6276,19.6084,10.0128,12.516,13.7676,4.5892,8.4483,11.5773,23.6761,1.9817
Hammersmith and Fulham 019A,30.247,14.4977,25.2406,13.559,20.0256,17.731,32.333,17.4181,10.9515,32.7502,8.4483,12.0988,33.0631,18.8783,8.4483,10.9515,14.4977,3.0247,9.2827,12.0988,24.3019,1.3559
Hammersmith and Fulham 019B,30.0384,14.3934,25.6578,14.0805,20.5471,18.2525,29.204,18.1482,10.1171,22.946,8.9698,12.6203,33.4803,18.5654,8.0311,10.6386,13.6633,2.6075,8.344,11.7859,23.8847,2.1903
Hammersmith and Fulham 019C,30.247,14.4977,25.8664,14.2891,20.7557,18.4611,32.333,17.4181,10.3257,32.6459,9.1784,12.8289,33.6889,18.774,8.2397,10.7429,13.8719,2.8161,8.5526,11.5773,23.6761,1.9817
Hammersmith and Fulham 019D,30.247,14.602,25.6578,14.0805,20.4428,18.1482,32.0201,17.1052,10.6386,32.333,8.8655,12.6203,33.4803,18.774,8.344,10.8472,14.0805,2.9204,9.387,11.2644,23.3632,1.6688
Hammersmith and Fulham 020A,29.3083,13.6633,24.4062,12.7246,19.1912,16.8966,27.8481,17.4181,10.9515,21.5901,7.6139,11.2644,32.2287,17.2095,6.7795,9.2827,13.9762,1.2516,8.344,13.4547,25.5535,3.9634
Hammersmith and Fulham 020B,28.9954,13.2461,24.3019,12.7246,19.0869,17.4181,28.3696,17.9396,12.0988,22.1116,8.1354,11.7859,32.1244,17.1052,6.6752,9.1784,13.6633,1.7731,8.0311,13.9762,26.075,3.3376
Hammersmith and Fulham 020C,28.6825,13.0375,24.9277,13.3504,19.7127,18.0439,28.9954,18.5654,10.1171,22.7374,8.7612,12.4117,32.7502,17.2095,7.1967,9.8042,13.4547,2.3989,7.8225,14.602,26.7008,3.2333
Hammersmith and Fulham 020D,28.6825,13.0375,24.3019,12.7246,19.0869,17.4181,28.3696,17.9396,11.7859,22.1116,8.1354,11.7859,32.1244,17.1052,6.5709,9.1784,13.4547,1.7731,7.7182,13.9762,26.075,4.4849
Hammersmith and Fulham 020E,28.3696,12.7246,24.6148,13.0375,19.3998,17.731,28.6825,18.2525,11.5773,22.4245,8.4483,12.0988,32.4373,16.8966,6.8838,9.4913,13.1418,2.086,7.5096,14.2891,26.3879,4.7978
Hammersmith and Fulham 021A,29.3083,13.6633,25.032,13.4547,19.817,17.5224,28.5782,18.0439,10.43,22.2159,8.2397,11.9945,32.8545,17.9396,7.4053,9.9085,13.8719,1.9817,8.4483,12.3074,24.4062,2.8161
Hammersmith and Fulham 021B,29.6212,13.9762,25.7621,14.1848,20.5471,18.2525,29.3083,18.774,10.0128,22.946,8.9698,12.7246,33.5846,18.0439,8.1354,10.6386,13.4547,2.7118,8.2397,13.0375,25.1363,3.0247
Hammersmith and Fulham 021C,30.0384,14.3934,25.7621,14.1848,20.5471,18.2525,29.3083,18.8783,9.9085,22.946,8.9698,12.7246,33.5846,18.6697,8.1354,10.6386,13.3504,2.7118,8.1354,11.9945,24.0933,2.5032
Hammersmith and Fulham 021D,29.7255,14.0805,25.4492,13.8719,20.2342,17.9396,28.8911,18.4611,10.0128,22.6331,8.6569,12.3074,33.2717,18.2525,7.8225,10.3257,13.559,2.3989,8.8655,12.7246,24.8234,2.6075
Hammersmith and Fulham 021E,29.3083,13.6633,25.4492,13.8719,20.3385,18.5654,29.6212,19.0869,9.5956,23.2589,9.2827,13.0375,33.2717,17.731,7.8225,10.3257,13.1418,3.0247,7.8225,12.3074,24.4062,2.8161
Hammersmith and Fulham 021F,29.204,13.559,24.9277,13.3504,19.7127,17.4181,28.4739,18.0439,10.43,22.1116,8.1354,11.8902,32.7502,17.8353,7.301,9.8042,13.9762,1.8774,8.344,12.2031,24.3019,2.7118
Hammersmith and Fulham 022A,31.29,15.645,26.1793,14.602,20.9643,18.6697,32.2287,17.3138,10.1171,32.5416,9.387,13.0375,34.0018,19.5041,9.387,11.2644,13.559,3.2333,8.344,11.473,23.5718,1.8774
Hammersmith and Fulham 022B,31.0814,15.4364,26.2836,14.7063,21.0686,18.774,32.6459,17.731,9.9085,32.9588,9.4913,13.2461,34.1061,19.2955,8.7612,11.2644,13.3504,3.3376,8.1354,11.8902,23.989,2.2946
Hammersmith and Fulham 022C,31.0814,15.4364,26.2836,14.7063,21.1729,18.8783,32.7502,17.8353,9.8042,33.0631,9.5956,13.2461,34.1061,19.1912,8.6569,11.2644,13.3504,3.2333,8.0311,11.8902,24.0933,2.3989
Hammersmith and Fulham 022D,30.6642,15.0192,26.075,14.4977,20.9643,18.6697,29.6212,17.9396,9.387,23.2589,9.2827,13.0375,33.8975,18.774,8.4483,10.9515,12.9332,3.0247,7.6139,12.0988,24.1976,2.6075
Hammersmith and Fulham 023A,28.0567,12.4117,25.1363,13.4547,19.9213,18.1482,29.204,18.6697,11.1601,22.8417,8.8655,12.6203,32.8545,16.4794,7.4053,10.6386,12.8289,2.6075,7.1967,14.7063,26.8051,5.3193
Hammersmith and Fulham 023C,28.6825,13.0375,24.9277,13.3504,19.817,18.0439,29.0997,18.5654,11.8902,22.7374,8.7612,12.516,32.7502,17.2095,7.301,9.8042,13.4547,2.5032,7.8225,14.602,26.7008,5.215
Hammersmith and Fulham 023D,28.0567,12.4117,25.1363,13.4547,19.9213,18.1482,29.204,18.6697,11.1601,22.8417,8.8655,12.6203,32.8545,16.4794,7.4053,10.6386,12.8289,2.6075,7.1967,14.7063,26.8051,5.3193
Hammersmith and Fulham 023E,29.9341,14.1848,24.5105,12.8289,19.2955,17.5224,28.5782,18.1482,13.0375,22.2159,8.2397,11.9945,32.333,16.7923,6.258,8.7612,14.602,1.9817,8.9698,14.0805,26.1793,4.6935
Hammersmith and Fulham 023F,28.2653,12.6203,25.032,13.3504,19.817,18.1482,29.0997,18.6697,11.473,22.7374,8.7612,12.516,32.8545,16.7923,7.301,9.8042,13.0375,2.5032,7.4053,14.602,26.8051,5.215
Hammersmith and Fulham 024A,30.7685,15.1235,26.5965,15.0192,21.3815,19.1912,32.7502,17.8353,9.4913,33.0631,9.8042,13.559,34.419,18.8783,8.9698,11.473,13.0375,3.5462,7.7182,11.9945,24.0933,2.3989
Hammersmith and Fulham 024B,30.5599,14.9149,25.9707,14.3934,20.86,19.0869,30.0384,19.6084,9.2827,23.7804,9.8042,13.4547,33.7932,18.6697,8.344,10.8472,12.8289,3.5462,7.5096,12.8289,24.9277,3.2333
Hammersmith and Fulham 024C,29.3083,13.6633,25.5535,13.8719,20.3385,18.6697,29.6212,19.1912,9.4913,23.2589,9.2827,13.0375,33.376,17.731,7.8225,10.3257,12.9332,3.0247,7.7182,12.6203,24.7191,3.129
Hammersmith and Fulham 024D,30.4556,14.8106,26.2836,14.7063,21.0686,18.774,29.7255,19.2955,9.2827,23.4675,9.4913,13.1418,34.1061,18.6697,8.2397,10.7429,12.7246,3.2333,7.5096,12.4117,24.5105,2.8161
Hammersmith and Fulham 025A,28.4739,12.7246,24.9277,13.3504,19.817,18.0439,29.0997,18.5654,10.0128,22.7374,8.7612,12.516,32.7502,16.8966,7.301,9.8042,13.1418,2.5032,7.5096,14.602,26.7008,3.4419
Hammersmith and Fulham 025B,28.0567,12.4117,25.5535,13.9762,20.4428,18.6697,29.7255,19.1912,11.2644,23.3632,9.387,13.1418,33.376,16.4794,7.9268,10.6386,12.8289,3.129,7.1967,13.7676,25.9707,3.8591
Hammersmith and Fulham 025C,27.7438,12.0988,25.2406,13.559,20.0256,18.3568,29.3083,18.8783,10.8472,23.0503,9.0741,12.7246,33.0631,16.1665,7.5096,10.3257,12.4117,2.7118,6.7795,14.8106,27.0137,5.4236
Hammersmith and Fulham 025D,27.3266,11.6816,25.4492,13.8719,20.2342,18.5654,29.5169,19.0869,10.5343,23.2589,9.2827,12.9332,33.2717,15.8536,8.1354,10.0128,12.0988,2.9204,6.4666,15.1235,27.2223,5.6322
Haringey 001A,45.4748,35.8792,13.1418,25.3449,25.5535,10.9515,10.9515,20.7557,33.5846,4.6935,11.7859,12.7246,26.3879,33.7932,16.1665,26.9094,38.4867,24.0933,32.8545,27.5352,32.9588,27.9524
Haringey 001B,45.6834,37.4437,13.3504,25.5535,25.7621,10.43,11.1601,22.2159,35.0448,4.9021,11.3687,14.2891,26.5965,34.0018,15.7493,28.3696,39.9469,25.5535,34.3147,28.9954,34.419,29.5169
Haringey 001C,46.5178,35.5663,14.1848,26.3879,26.5965,11.2644,10.0128,20.3385,33.1674,5.7365,19.1912,12.4117,27.4309,34.7319,22.3202,26.4922,38.0695,23.6761,32.4373,27.118,32.5416,27.6395
Haringey 001D,45.1619,36.4007,12.8289,25.032,25.3449,12.4117,10.1171,21.1729,34.1061,4.4849,11.9945,13.2461,26.1793,33.4803,23.1546,27.3266,39.0082,24.6148,33.376,28.0567,33.4803,28.4739
Haringey 002A,35.2534,30.5599,10.0128,11.473,22.5288,8.344,14.602,25.6578,38.4867,2.086,12.7246,13.0375,23.3632,23.5718,17.0009,21.5901,34.3147,19.9213,28.6825,32.5416,37.8609,22.6331
Haringey 002B,35.5663,30.8728,9.8042,11.7859,22.2159,8.5526,16.0622,27.118,40.0512,3.5462,12.9332,13.3504,23.0503,23.8847,17.3138,21.903,34.6276,20.2342,28.9954,34.0018,39.4254,22.946
Haringey 002C,35.462,30.8728,10.2214,11.6816,22.6331,8.5526,16.5837,27.6395,40.4684,4.0677,12.9332,13.3504,23.5718,23.7804,17.3138,21.7987,34.6276,20.2342,28.9954,34.419,39.8426,22.8417
Haringey 002D,34.8362,30.247,10.6386,11.0558,23.0503,7.9268,15.5407,26.5965,32.333,2.7118,12.3074,12.7246,23.8847,23.1546,16.5837,21.1729,34.0018,19.5041,28.3696,33.4803,38.7996,22.2159
Haringey 004A,48.0823,35.6706,15.7493,27.9524,28.161,12.2031,10.1171,20.4428,33.2717,7.301,19.2955,12.516,28.9954,36.4007,22.4245,26.5965,38.2781,23.7804,32.5416,27.3266,32.6459,27.7438
Haringey 004B,46.2049,35.2534,13.8719,26.075,26.3879,11.1601,9.6999,20.1299,32.9588,5.5279,18.9826,12.0988,27.2223,34.5233,22.0073,26.2836,37.8609,23.4675,32.2287,26.9094,32.333,27.3266
Haringey 004C,37.6523,36.7136,14.7063,13.8719,27.118,10.7429,11.1601,21.5901,34.419,6.3623,11.6816,13.559,28.0567,25.9707,15.9579,27.7438,39.3211,24.9277,33.6889,28.3696,33.7932,28.7868
Haringey 004D,47.0393,34.6276,14.7063,26.9094,27.118,14.2891,9.0741,19.3998,32.333,6.258,18.2525,11.473,27.9524,35.3577,21.3815,25.5535,37.2351,22.7374,31.4986,26.2836,31.6029,26.7008
Haringey 005A,35.9835,31.3943,12.0988,12.2031,24.6148,9.0741,13.3504,24.4062,37.2351,3.7548,13.4547,16.3751,25.4492,24.3019,17.8353,22.3202,35.1491,20.7557,29.5169,31.1857,36.6093,23.3632
Haringey 005B,35.7749,31.1857,11.8902,11.9945,24.3019,8.8655,13.0375,24.1976,37.0265,3.5462,13.2461,16.1665,25.2406,24.0933,17.5224,22.1116,34.9405,20.4428,29.204,30.9771,36.4007,23.1546
Haringey 005C,36.0878,31.4986,12.3074,12.3074,24.7191,9.1784,13.4547,24.5105,37.3394,3.8591,13.559,16.5837,25.5535,24.4062,17.9396,22.4245,35.2534,20.86,29.6212,31.29,36.7136,23.4675
Haringey 005D,35.2534,30.5599,12.8289,11.473,25.2406,8.344,13.9762,25.032,37.8609,4.3806,12.7246,13.0375,26.075,23.5718,17.0009,21.5901,34.3147,19.9213,28.6825,31.8115,37.2351,22.6331
Haringey 006A,35.7749,31.0814,11.8902,11.9945,24.3019,8.7612,13.0375,24.1976,37.0265,2.3989,13.1418,16.1665,25.2406,24.0933,17.5224,22.1116,34.8362,20.4428,29.204,30.9771,36.4007,23.0503
Haringey 006B,35.462,30.7685,10.43,11.6816,22.8417,8.4483,13.559,24.6148,37.4437,1.6688,12.8289,16.688,23.6761,23.7804,17.2095,21.7987,34.5233,20.1299,28.8911,31.3943,36.8179,22.7374
Haringey 006C,34.9405,30.3513,12.3074,11.1601,24.8234,8.0311,13.559,24.6148,37.4437,3.9634,12.4117,12.8289,25.6578,23.2589,16.7923,21.2772,34.1061,19.7127,28.4739,31.3943,36.8179,22.3202
Haringey 006D,34.5233,29.9341,12.6203,10.7429,25.032,7.6139,13.7676,24.8234,37.7566,4.172,11.9945,12.3074,25.9707,22.8417,16.2708,20.86,33.6889,19.1912,27.9524,31.7072,37.1308,21.903
Haringey 007A,37.0265,28.8911,14.1848,13.2461,26.5965,10.1171,11.9945,21.6944,34.5233,5.7365,10.9515,13.7676,27.4309,25.3449,15.3321,19.9213,32.6459,18.2525,27.0137,28.5782,33.8975,28.9954
Haringey 007B,45.4748,37.2351,13.1418,25.3449,25.6578,12.7246,10.9515,22.1116,34.9405,4.7978,12.3074,14.0805,26.4922,33.7932,16.688,28.161,39.8426,25.4492,34.2104,28.8911,34.3147,29.3083
Haringey 007C,45.3705,37.1308,13.0375,25.2406,25.4492,12.6203,10.8472,21.903,34.7319,4.5892,11.8902,13.9762,26.2836,33.6889,16.2708,28.0567,39.634,25.2406,34.0018,28.6825,34.1061,29.204
Haringey 007D,37.3394,29.204,13.6633,13.559,26.075,10.43,11.473,22.5288,35.462,5.3193,11.3687,14.602,27.0137,25.6578,15.645,20.2342,32.9588,18.5654,27.3266,29.4126,34.8362,29.8298
Haringey 008A,37.548,29.4126,13.8719,13.7676,26.2836,10.6386,11.6816,22.7374,35.6706,5.5279,11.5773,14.8106,27.2223,25.8664,15.8536,20.4428,33.1674,18.774,27.5352,29.6212,35.0448,30.0384
Haringey 008B,35.5663,28.9954,12.9332,11.7859,25.3449,8.6569,14.0805,22.7374,35.5663,4.5892,11.0558,11.473,26.2836,23.8847,15.4364,20.0256,32.7502,18.3568,27.118,29.5169,34.9405,20.9643
Haringey 008C,36.1921,29.5169,13.4547,12.3074,25.9707,9.1784,12.0988,22.2159,35.0448,5.1107,11.6816,14.2891,26.8051,24.4062,15.9579,20.5471,33.2717,18.8783,27.6395,28.9954,34.419,29.5169
Haringey 008D,36.4007,29.8298,12.7246,12.6203,25.2406,9.387,12.7246,22.4245,35.3577,4.3806,11.8902,14.4977,26.075,24.7191,16.2708,20.7557,33.5846,19.1912,27.9524,29.3083,34.6276,29.7255
Haringey 009A,49.7511,34.7319,17.4181,14.602,29.8298,12.0988,9.9085,19.6084,32.4373,8.9698,11.3687,7.7182,30.6642,38.0695,15.7493,25.7621,37.3394,22.946,31.7072,26.3879,31.8115,26.8051
Haringey 009B,37.9652,36.9222,15.0192,14.1848,27.4309,10.9515,11.473,21.7987,34.6276,6.5709,11.8902,8.6569,28.2653,26.2836,16.2708,27.9524,39.5297,25.1363,33.8975,28.5782,34.0018,29.0997
Haringey 009C,38.2781,36.1921,15.3321,14.4977,27.7438,11.3687,10.6386,21.0686,33.8975,6.9881,12.3074,8.6569,28.6825,26.5965,22.946,27.2223,38.7996,24.4062,33.1674,27.8481,33.2717,28.2653
Haringey 009D,38.6953,35.1491,16.688,14.602,29.204,11.7859,10.3257,19.9213,32.8545,8.344,11.3687,8.1354,30.0384,27.0137,15.7493,26.075,37.7566,23.3632,32.1244,26.8051,32.2287,27.2223
Haringey 010A,36.2964,28.5782,13.6633,12.516,26.075,9.387,12.4117,22.1116,34.9405,5.215,10.6386,11.0558,27.0137,24.6148,15.0192,19.5041,32.333,17.9396,26.7008,28.9954,34.3147,20.5471
Haringey 010B,35.9835,28.6825,13.3504,12.2031,25.7621,8.9698,14.4977,22.7374,35.5663,4.9021,10.7429,11.1601,26.5965,24.3019,15.1235,19.7127,32.4373,18.0439,26.8051,29.5169,34.9405,20.6514
Haringey 010C,35.8792,29.3083,13.2461,12.0988,25.6578,8.9698,12.4117,22.2159,35.0448,4.9021,11.3687,14.1848,26.5965,24.1976,15.7493,20.3385,33.0631,18.6697,27.4309,28.9954,34.419,21.2772
Haringey 010D,36.0878,28.8911,13.4547,12.3074,25.8664,9.1784,12.3074,22.0073,34.8362,5.1107,11.0558,14.0805,26.8051,24.4062,15.3321,19.9213,32.6459,18.2525,27.0137,28.8911,34.2104,29.3083
Haringey 011A,34.1061,29.5169,11.5773,10.3257,16.3751,7.1967,14.3934,25.4492,38.3824,3.4419,11.5773,11.9945,24.8234,22.4245,15.9579,20.4428,33.2717,18.8783,27.6395,32.333,37.6523,21.4858
Haringey 011B,34.419,29.7255,11.6816,10.6386,24.0933,7.4053,14.4977,25.6578,38.4867,3.5462,11.7859,12.2031,24.9277,22.7374,16.1665,20.7557,33.4803,19.0869,27.8481,32.4373,37.8609,21.6944
Haringey 011C,33.8975,29.204,10.9515,10.1171,16.0622,6.8838,14.4977,25.5535,31.3943,2.8161,11.2644,11.6816,24.3019,22.2159,15.645,20.2342,32.9588,18.5654,27.3266,32.4373,37.8609,21.2772
Haringey 011D,33.5846,28.9954,11.2644,9.8042,15.8536,6.6752,14.9149,25.9707,31.0814,3.129,11.0558,11.473,24.5105,21.903,15.4364,19.9213,32.7502,18.3568,27.118,32.8545,38.1738,20.9643
Haringey 012A,34.2104,29.6212,10.6386,10.43,23.0503,7.301,14.9149,25.9707,31.7072,2.5032,11.6816,12.0988,23.989,22.5288,16.0622,20.5471,33.376,18.9826,27.7438,32.8545,38.2781,21.5901
Haringey 012B,33.6889,28.9954,10.9515,9.9085,15.8536,6.7795,15.0192,26.1793,31.1857,2.9204,11.1601,11.473,24.3019,22.0073,15.4364,20.0256,32.7502,18.3568,27.118,32.9588,38.3824,21.0686
Haringey 012C,34.0018,29.3083,11.473,10.2214,16.1665,6.9881,15.3321,26.4922,31.4986,3.3376,11.3687,11.7859,24.7191,22.3202,15.7493,20.3385,33.0631,18.6697,27.4309,33.2717,38.6953,21.2772
Haringey 012D,33.7932,29.0997,7.4053,10.0128,15.9579,6.7795,15.5407,26.5965,31.29,3.4419,11.1601,11.5773,25.4492,22.0073,15.5407,20.0256,32.8545,18.4611,27.2223,33.376,38.7996,21.0686
Haringey 013A,34.5233,29.9341,11.7859,10.7429,24.1976,7.6139,14.7063,25.7621,38.591,3.6505,11.9945,12.4117,25.1363,22.8417,16.3751,20.86,33.6889,19.2955,28.0567,32.5416,37.9652,21.903
Haringey 013B,34.5233,29.8298,8.9698,10.7429,16.688,7.6139,15.2278,26.2836,32.0201,5.0064,11.9945,12.3074,26.4922,22.8417,16.2708,20.86,33.5846,19.1912,27.9524,33.0631,38.4867,21.903
Haringey 013C,35.9835,28.7868,13.3504,12.2031,25.7621,9.0741,14.4977,25.5535,38.3824,4.9021,10.9515,11.2644,26.5965,24.3019,15.2278,19.817,32.5416,18.1482,26.9094,32.4373,37.7566,20.86
Haringey 013D,34.6276,29.9341,12.0988,10.8472,16.7923,7.6139,15.0192,26.075,32.1244,3.9634,11.9945,12.4117,25.4492,22.946,16.3751,20.9643,33.6889,19.2955,28.0567,32.8545,38.2781,21.903
